rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,sample,label
4.5,no,mallar3,2 (stereo),2019-10-20,Not specified,184,XC503885.mp3,Not specified,Mallard,Not specified,XC503885 Mallard (Anas platyrhynchos),['Anas crecca_Green-winged Teal'],yes,Anas platyrhynchos," Birieux, Ain, Auvergne-Rhône-Alpes",45.9513,44100 (Hz),"adult, call, sex uncertain",280 m,,128000 (bps),mp3,Not specified,Eurasian Teal (Anas crecca),503885,https://www.xeno-canto.org/503885,France,Vincent Pourchaire,Anas platyrhynchos_Mallard,5.031,Not specified,08:30,Vincent Pourchaire,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC503885.npy,59
3.0,no,annhum,1 (mono),2015-11-29,Not specified,31,XC292588.mp3,Not specified,Anna's Hummingbird,Not specified,XC292588 Anna's Hummingbird (Calypte anna),[],yes,Calypte anna," Big Thicket, Portal, Cochise County, Arizona",31.921,44100 (Hz),call,1400 m,Feisty immature male guarding his feeder.,128000 (bps),mp3,Not specified,,292588,https://www.xeno-canto.org/292588,United States,Ken Blankenship,Calypte anna_Anna's Hummingbird,-109.128,Not specified,09:00,Ken Blankenship,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,annhum/XC292588.npy,5
2.5,no,olsfly,2 (stereo),2017-06-16,Not specified,127,XC386257.mp3,Not specified,Olive-sided Flycatcher,Not specified,XC386257 Olive-sided Flycatcher (Contopus cooperi),"[""Catharus ustulatus_Swainson's Thrush"", 'Junco hyemalis_Dark-eyed Junco', 'Vireo gilvus_Warbling Vireo', 'Spizella passerina_Chipping Sparrow']",yes,Contopus cooperi," Big Prairie, GNP, Flathead County, Montana",48.8161,48000 (Hz),song,1100 m,Recording amplified. High pass filter 6db.,320060 (bps),mp3,Not specified,Swainson's Thrush (Catharus ustulatus); Dark-eyed Junco (Junco hyemalis); Warbling Vireo (Vireo gilvus); Chipping Sparrow (Spizella passerina),386257,https://www.xeno-canto.org/386257,United States,Thomas Magarian,Contopus cooperi_Olive-sided Flycatcher,-114.3233,Not specified,14:04,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,olsfly/XC386257.npy,66
3.0,no,evegro,1 (mono),2017-10-22,Not specified,28,XC390551.mp3,Not specified,Evening Grosbeak,Not specified,XC390551 Evening Grosbeak (Hesperiphona vespertina),[],yes,Hesperiphona vespertina," Salt Lake City Cemetery, Salt Lake County, Utah",40.7759,44100 (Hz),"call, female",1400 m,Recorded on iPhone 6. ~1s removed to take out vehicle horn. High pass filter (3000Hz 24dB rolloff); amplified (24.2dB),128000 (bps),mp3,Not specified,,390551,https://www.xeno-canto.org/390551,United States,Michael Lester,Coccothraustes vespertinus_Evening Grosbeak,-111.8572,Not specified,12:00,Michael Lester,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC390551.npy,39
3.0,no,robgro,1 (mono),2016-05-05,Not specified,25,XC315288.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC315288 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Bald Mountain Park, South RA, Oakland County, MI",42.7372,44100 (Hz),song,280 m,,192000 (bps),mp3,Not specified,,315288,https://www.xeno-canto.org/315288,United States,Antonio Xeira,Pheucticus ludovicianus_Rose-breasted Grosbeak,-83.2314,Not specified,12:30,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC315288.npy,77
5.0,no,bkhgro,2 (stereo),2017-08-06,level,16,XC382227.mp3,level,Black-headed Grosbeak,7-20,XC382227 Black-headed Grosbeak (Pheucticus melanocephalus),[],yes,Pheucticus melanocephalus," Ciénegas del Lerma, México",19.2405,44100 (Hz),call,2600 m,Wildtronics mono Amplified Tascam DR05,320000 (bps),mp3,level,,382227,https://www.xeno-canto.org/382227,Mexico,Manuel Grosselet,Pheucticus melanocephalus_Black-headed Grosbeak,-99.4966,0-3(s),09:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkhgro/XC382227.npy,11
3.0,no,moudov,1 (mono),2018-06-14,Not specified,35,XC420888.mp3,Not specified,Mourning Dove,Not specified,XC420888 Mourning Dove (Zenaida macroura),[],no,Zenaida macroura," Danby (near  Spencer), Tompkins County, New York",42.3097,48000 (Hz),song,500 m,,192000 (bps),mp3,Not specified,,420888,https://www.xeno-canto.org/420888,United States,GABRIEL LEITE,Zenaida macroura_Mourning Dove,-76.5008,Not specified,08:00,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,moudov/XC420888.npy,62
3.0,no,comgra,2 (stereo),2016-03-09,Not specified,27,XC325931.mp3,Not specified,Common Grackle,Not specified,XC325931 Common Grackle (Quiscalus quiscula),[],yes,Quiscalus quiscula," Stamford, Fairfield County, Connecticut",41.0536,44100 (Hz),call,0 m,,256241 (bps),mp3,Not specified,,325931,https://www.xeno-canto.org/325931,United States,Albert Lastukhin & Max Lastukhin ,Quiscalus quiscula_Common Grackle,-73.5443,Not specified,15:00,Albert Lastukhin & Max Lastukhin ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,comgra/XC325931.npy,32
3.0,,eawpew,1 (mono),2013-09-18,Not specified,44,XC148566.mp3,Not specified,Eastern Wood Pewee,Not specified,XC148566 Eastern Wood Pewee (Contopus virens),[],,Contopus virens," Wekiva Springs, Seminole, Florida",28.7046,44100 (Hz),call,10 m,,128000 (bps),mp3,Not specified,,148566,https://www.xeno-canto.org/148566,United States,Graham Williams,Contopus virens_Eastern Wood-Pewee,-81.4279,Not specified,09:30,Graham Williams,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,eawpew/XC148566.npy,38
3.0,no,robgro,2 (stereo),2013-05-27,Not specified,47,XC135193.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC135193 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Tanager Kames Forest Preserve, Lake County, Illinois",42.3772,44100 (Hz),song,220 m,,256000 (bps),mp3,Not specified,,135193,https://www.xeno-canto.org/135193,United States,George Wagner,Pheucticus ludovicianus_Rose-breasted Grosbeak,-88.1841,Not specified,13:27,George Wagner,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,robgro/XC135193.npy,77
3.0,,swaspa,1 (mono),2011-10-09,level,59,XC149066.mp3,level,Swamp Sparrow,1-3,XC149066 Swamp Sparrow (Melospiza georgiana),[],,Melospiza georgiana," Croton Point Park, Croton, New York",41.1815,44100 (Hz),call,? m,"Not sure if this species is a regular migrant here, seems like strange habitat. We came to this location twice and both times we heard (and sometimes saw) numbers of these birds. This recording was made from two different segments captured during the second visit. Most of the birds were hiding in reeds, weeds, and/or bushes. The few glimpses we caught were not really identifiable as Swamp Sparrow, and I thought they were not red enough (fall plumage) but the call seems to match.

playback-used:no",128000 (bps),mp3,level,,149066,https://www.xeno-canto.org/149066,United States,Daniel Parker,Melospiza georgiana_Swamp Sparrow,-73.8947,0-3(s),17:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,swaspa/XC149066.npy,84
1.5,no,evegro,2 (stereo),2015-03-28,Not specified,61,XC277943.mp3,Not specified,Evening Grosbeak,Not specified,XC277943 Evening Grosbeak (Hesperiphona vespertina),"['Haemorhous mexicanus_House Finch', ""Haemorhous cassinii_Cassin's Finch"", 'Spinus pinus_Pine Siskin', 'Bombycilla cedrorum_Cedar Waxwing']",yes,Hesperiphona vespertina," Heber, Navajo County, Arizona",34.4175,44100 (Hz),"Soft whistled ""pwoo"" contact calls among flock in addition to typical loud harsh",2000 m,"Calls match Type 1 (=brooksi) spectrograms shown in Sewall et al. 2004. Amplification, low and high-pass filters used in Audacity. Major irruption year for this species in the southwestern U.S. Flock of 16+ present in the yard at the time.",128000 (bps),mp3,Not specified,House Finch (Haemorhous mexicanus); Cassin's Finch (Haemorhous cassinii); Pine Siskin (Spinus pinus); Cedar Waxwing (Bombycilla cedrorum),277943,https://www.xeno-canto.org/277943,United States,Eric Hough,Coccothraustes vespertinus_Evening Grosbeak,-110.583,Not specified,11:30,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC277943.npy,39
3.0,no,robgro,1 (mono),2016-05-04,Not specified,61,XC315152.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC315152 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Bear Creek, Oakland County, Michigan",42.7336,44100 (Hz),song,300 m,,192000 (bps),mp3,Not specified,,315152,https://www.xeno-canto.org/315152,United States,Antonio Xeira,Pheucticus ludovicianus_Rose-breasted Grosbeak,-83.1536,Not specified,08:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC315152.npy,77
4.0,no,tuftit,2 (stereo),2015-10-10,Not specified,41,XC287295.mp3,Not specified,Tufted Titmouse,Not specified,XC287295 Tufted Titmouse (Baeolophus bicolor),[],yes,Baeolophus bicolor," Salisbury, Essex County, Massachusetts",42.8349,44100 (Hz),call,2 m,"The group of 6-8 birds issued 3 different call types (squeak, whistle and buzz) as it moved through shrub habitat near shore. Recording was amplified, filtered and spliced to remove wind and other bird noises.",192000 (bps),mp3,Not specified,,287295,https://www.xeno-canto.org/287295,United States,Nick Komar,Baeolophus bicolor_Tufted Titmouse,-70.818,Not specified,13:45,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,tuftit/XC287295.npy,86
3.0,no,louwat,2 (stereo),2017-01-28,Not specified,65,XC353002.mp3,Not specified,Louisiana Waterthrush,Not specified,XC353002 Louisiana Waterthrush (Parkesia motacilla),[],yes,Parkesia motacilla," El Bight, Guanaja, Bay Islands",16.46,44100 (Hz),song,30 m,Two individuals observed singing. They were both on a bridge flying off and returning to sing wih the other bird. I've only heard them singing in very rare occasions.,320000 (bps),mp3,Not specified,,353002,https://www.xeno-canto.org/353002,Honduras,Roland Rumm,Parkesia motacilla_Louisiana Waterthrush,-85.8662,Not specified,06:30,Roland Rumm,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,louwat/XC353002.npy,56
2.5,no,yebfly,1 (mono),2014-05-26,Not specified,28,XC179657.mp3,Not specified,Yellow-bellied Flycatcher,Not specified,XC179657 Yellow-bellied Flycatcher (Empidonax flaviventris),"['Empidonax alnorum_Alder Flycatcher', 'Mniotilta varia_Black-and-white Warbler', 'Setophaga ruticilla_American Redstart']",no,Empidonax flaviventris," Westborough, Worcester, Massachusetts",42.3003,44100 (Hz),call,90 m,"Recording amplified by 5.  Originally I'd paused to record the Alder Flycatcher, since it was close.  As I turned the recorder on, I heard the 'perwee' sound that I've attributed to the Yellow-bellied Flycatcher.  The sound doesn't fit exactly, but seems to be the best match.  The bird in question calls at 0:00.3, 0:04.0, 0:08.0, 0:15.9, and at 0:27.6 seconds.  Bird was not seen.  Note a Least Flycatcher was singing for a few min before and after this recording.  This recording was from the dense understory adjacent to a swampy wooded wetland.  There were alder trees present.  All birds were well back and tucked in the understory.",80000 (bps),mp3,Not specified,Alder Flycatcher (Empidonax alnorum); Black-and-white Warbler (Mniotilta varia); American Yellow Warbler (Setophaga aestiva); American Redstart (Setophaga ruticilla),179657,https://www.xeno-canto.org/179657,United States,Tim Spahr,Empidonax flaviventris_Yellow-bellied Flycatcher,-71.6139,Not specified,09:00,Tim Spahr,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,yebfly/XC179657.npy,98
2.5,no,yebfly,2 (stereo),2015-03-24,increasing,50,XC335641.mp3,level,Yellow-bellied Flycatcher,1-3,XC335641 Yellow-bellied Flycatcher (Empidonax flaviventris),"[""Cardellina pusilla_Wilson's Warbler""]",yes,Empidonax flaviventris," Campamento El Triunfo, Chiapas",15.6569,44100 (Hz),call,1900 m,wintering bird calling from 1-2 m up along the edge of secondary forest,128000 (bps),mp3,level,Wilson's Warbler (Cardellina pusilla),335641,https://www.xeno-canto.org/335641,Mexico,Richard E. Webster,Empidonax flaviventris_Yellow-bellied Flycatcher,-92.8091,0-3(s),12:36,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,yebfly/XC335641.npy,98
5.0,no,wewpew,2 (stereo),2019-08-24,Not specified,251,XC494251.mp3,Not specified,Western Wood Pewee,Not specified,XC494251 Western Wood Pewee (Contopus sordidulus),[],yes,Contopus sordidulus," Coconino National Forest (near  Payson), Coconino County, Arizona",34.4369,48000 (Hz),"call, song",2300 m,"Sound Devices MixPre-3 Wildtronics Model #WTPMMSA 22” Parabolic Reflector, phoenixbirder@gmail.com",192000 (bps),mp3,Not specified,,494251,https://www.xeno-canto.org/494251,United States,Phoenix Birder,Contopus sordidulus_Western Wood-Pewee,-111.3158,Not specified,06:13,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,wewpew/XC494251.npy,92
3.0,no,olsfly,1 (mono),2019-06-04,Not specified,49,XC478808.mp3,Not specified,Olive-sided Flycatcher,Not specified,XC478808 Olive-sided Flycatcher (Contopus cooperi),[],no,Contopus cooperi," Moore Creek Preserve (near  Santa Cruz), Santa Cruz County, California",36.9721,44100 (Hz),call,110 m,"Part of a LONG series of 'pip-pip' calls with many 'peer-pip' calls mixed in. The BNA account notes this as being given by the male, but not clear if that has really been confirmed. Wright (cited in the BNA account) did study marked birds in Alaska and confirmed females singing variations of the typical song, but didn't exactly describe this call. Since it resembles the last two notes of the typical song, I wonder if it MIGHT be female song. Pieplow notes this call given mainly in breeding season.",128000 (bps),mp3,Not specified,,478808,https://www.xeno-canto.org/478808,United States,Ed Pandolfino,Contopus cooperi_Olive-sided Flycatcher,-122.0692,Not specified,09:54,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,olsfly/XC478808.npy,66
3.5,no,purfin,1 (mono),2014-03-05,Not specified,26,XC169352.mp3,Not specified,Purple Finch,Not specified,XC169352 Purple Finch (Haemorhous purpureus),"['Colaptes auratus_Northern Flicker', 'Baeolophus inornatus_Oak Titmouse', 'Melanerpes formicivorus_Acorn Woodpecker']",no,Haemorhous purpureus," Charlton Flat, Angeles National Forest, Los Angeles County, California",34.2975,48000 (Hz),"call, song",1600 m,"Natural vocalizations.  Sounds of a northern flicker drumming and a camera taking pictures are also evident.

Habitat: conifers that burned in 2009 with recovering chaparral. 

Equipment: Olympus LS-10S equipped with a Telinga 22 inch paraboloid & a Sennheiser ME62 microphone.

Modifications to the file: cropped slightly.",128000 (bps),mp3,Not specified,Northern Flicker (Colaptes auratus); Oak Titmouse (Baeolophus inornatus); Acorn Woodpecker (Melanerpes formicivorus),169352,https://www.xeno-canto.org/169352,United States,Lance A. M. Benner,Haemorhous purpureus_Purple Finch,-118.0065,Not specified,07:25,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,purfin/XC169352.npy,71
2.0,no,rocpig,1 (mono),2013-07-24,Not specified,33,XC144228.mp3,Not specified,Rock Dove,Not specified,XC144228 Rock Dove (Columba livia),[],yes,Columba livia," Morgaushskiy rayon, Chuvashia",56.0888,44100 (Hz),song,120 m,,64000 (bps),mp3,Not specified,,144228,https://www.xeno-canto.org/144228,Russian Federation,Albert Lastukhin,Columba livia_Rock Pigeon,46.6264,Not specified,05:30,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,rocpig/XC144228.npy,78
4.0,no,herthr,1 (mono),2014-06-02,Not specified,79,XC190392.mp3,Not specified,Hermit Thrush,Not specified,XC190392 Hermit Thrush (Catharus guttatus),[],yes,Catharus guttatus," Hualapai Mountains, Mohave County, Arizona",35.0913,44100 (Hz),song,2200 m,Bird was countersigning with another HETH and was sitting in a tree at eye level about 10m away.,96000 (bps),mp3,Not specified,,190392,https://www.xeno-canto.org/190392,United States,Bobby Wilcox,Catharus guttatus_Hermit Thrush,-113.8886,Not specified,15:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,herthr/XC190392.npy,46
4.5,no,hergul,2 (stereo),2015-04-30,Not specified,18,XC238540.mp3,Not specified,European Herring Gull,Not specified,XC238540 European Herring Gull (Larus argentatus),"['Turdus merula_Eurasian Blackbird', 'Cygnus cygnus_Whooper Swan', 'Tringa nebularia_Common Greenshank', 'Mareca penelope_Eurasian Wigeon']",yes,Larus argentatus," Saltfjärden, Kirkkonummi, Uusimaa",60.09,44100 (Hz),flight call,10 m,,160000 (bps),mp3,Not specified,Common Blackbird (Turdus merula); Whooper Swan (Cygnus cygnus); Common Greenshank (Tringa nebularia); Eurasian Wigeon (Mareca penelope),238540,https://www.xeno-canto.org/238540,Finland,Eetu Paljakka,Larus argentatus_Herring Gull,24.4872,Not specified,19:00,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hergul/XC238540.npy,45
2.5,no,hamfly,1 (mono),2016-03-07,Not specified,15,XC306111.mp3,Not specified,Hammond's Flycatcher,Not specified,XC306111 Hammond's Flycatcher (Empidonax hammondii),['Baeolophus wollweberi_Bridled Titmouse'],yes,Empidonax hammondii," Huachuca Canyon, Cochise County, Arizona",31.5104,44100 (Hz),call,1800 m,,128000 (bps),mp3,Not specified,Bridled Titmouse (Baeolophus wollweberi),306111,https://www.xeno-canto.org/306111,United States,Ken Blankenship,Empidonax hammondii_Hammond's Flycatcher,-110.3924,Not specified,10:00,Ken Blankenship,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC306111.npy,44
5.0,no,barswa,2 (stereo),2018-07-31,Not specified,48,XC433031.mp3,Not specified,Barn Swallow,Not specified,XC433031 Barn Swallow (Hirundo rustica),[],yes,Hirundo rustica," Nordfriesland (near  Friedrichstadt), Schleswig-Holstein",54.3767,44100 (Hz),Adults feeding babies,0 m,"Recorded with my ZOOM H5 Handy recorder. Audacity high pass filter applied

Adults feeding three babies in a nest in the city

We can hear the babies, the weak sound and the strong sound is the parents flying by

[Picture 1](http://www.aladdin.st/bird-watching/maps/barn_swallow7.jpg)

[Picture 2](http://www.aladdin.st/bird-watching/maps/barn_swallow8.jpg)

[Picture 3](http://www.aladdin.st/bird-watching/maps/barn_swallow9.jpg)

[Picture 4](http://www.aladdin.st/bird-watching/maps/barn_swallow10.jpg)

[Picture 5](http://www.aladdin.st/bird-watching/maps/barn_swallow11.jpg)

[Picture 6](http://www.aladdin.st/bird-watching/maps/barn_swallow12.jpg)

[Picture 7](http://www.aladdin.st/bird-watching/maps/barn_swallow13.jpg)",188629 (bps),mp3,Not specified,,433031,https://www.xeno-canto.org/433031,Germany,Aladdin,Hirundo rustica_Barn Swallow,9.0913,Not specified,11:00,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,barswa/XC433031.npy,8
